Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per hour,Employer Provided,min_sal,max_sal,avg_sal,Ratings,Company text,Remote,City,State,Age_Company,Size_greater_1000,Seniority
Senior Data Analyst,$69K-$119K (Glassdoor est.),"Novetta
4.0","Herndon, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,69,69,69.0,4.0,Novetta,0,Herndon,VA,10.0,1,Sr
Senior Data Analyst,$65K-$110K (Glassdoor est.),"Moda Operandi
1.9","New York, NY",201 to 500 employees,2010.0,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),0,0,65,65,65.0,1.9,Moda Operandi,0,New York,NY,12.0,0,Sr
Senior Data Engineer,$67K-$127K (Glassdoor est.),"Novetta
4.0","Reston, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,67,67,67.0,4.0,Novetta,0,Reston,VA,10.0,1,Sr
Senior Data Engineer,$78K-$147K (Glassdoor est.),"Genesys
4.3","Durham, NC",5001 to 10000 employees,1990.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,78,78,78.0,4.3,Genesys,0,Durham,NC,32.0,1,Sr
Data Modeler (Analytical Systems),$66K-$117K (Glassdoor est.),"MassMutual
3.6","Boston, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,66,66,66.0,3.6,MassMutual,0,Boston,MA,171.0,1,na
Data Modeler - Data Solutions Engineer,$37K-$66K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Indianapolis, IN",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,37,37,37.0,3.3,Liberty Mutual Insurance,0,Indianapolis,IN,110.0,1,na
Data Scientist in Translational Medicine,$86K-$143K (Glassdoor est.),"Novartis
3.8","Cambridge, MA",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86,86,86.0,3.8,Novartis,0,Cambridge,MA,26.0,1,na
Data Scientist,$84K-$146K (Glassdoor est.),"USEReady
4.3","New York, NY",201 to 500 employees,2011.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,84,84,84.0,4.3,USEReady,0,New York,NY,11.0,0,na
Product Manager/Data Evangelist,$50K-$98K (Glassdoor est.),"Numeric, LLC
3.2","Phila, PA",1 to 50 employees,-1.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,0,50,50,50.0,3.2,"Numeric, LLC",0,Phila,PA,-1.0,0,na
Associate Environmental Scientist - Wildlife Biologist,$38K-$64K (Glassdoor est.),"QK
4.7","Clovis, CA",51 to 200 employees,1972.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),0,0,38,38,38.0,4.7,QK,0,Clovis,CA,50.0,0,na
Sr Data Engineer (Sr BI Developer),$90K-$110K(Employer est.),"Tivity Health
3.4","Chandler, AZ",501 to 1000 employees,1981.0,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,90,90,90.0,3.4,Tivity Health,0,Chandler,AZ,41.0,1,Sr
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",$92K-$150K (Glassdoor est.),"Novartis
3.8","Cambridge, MA",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,92,92,92.0,3.8,Novartis,0,Cambridge,MA,26.0,1,Sr
Senior Data Analyst/Scientist,$90K-$153K (Glassdoor est.),"Demandbase
4.5","San Francisco, CA",201 to 500 employees,2006.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,90,90,90.0,4.5,Demandbase,0,San Francisco,CA,16.0,0,Sr
"Associate, Data Science, Internal Audit",$43K-$82K (Glassdoor est.),"Santander
3.1","Boston, MA",10000+ employees,1856.0,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,43,43,43.0,3.1,Santander,0,Boston,MA,166.0,1,na
"Scientist – Cancer Discovery, Molecular Assay",Employer Provided Salary:$100K-$135K,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1.0,-1,-1,-1,-1,0,1,100,100,100.0,-1.0,Monte Rosa Therapeutics,0,Cambridge,MA,-1.0,-1,na
Senior LiDAR Data Scientist,$93K-$151K (Glassdoor est.),"Luminar Technologies
3.9","Orlando, FL",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,93,93,93.0,3.9,Luminar Technologies,0,Orlando,FL,10.0,0,Sr
Data Engineer,$61K-$109K (Glassdoor est.),"BRMi
4.4","Chantilly, VA",51 to 200 employees,2004.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,61,61,61.0,4.4,BRMi,0,Chantilly,VA,18.0,0,na
Data Engineer,$42K-$79K (Glassdoor est.),"IntraEdge
3.4","Scottsdale, AZ",501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,42,42,42.0,3.4,IntraEdge,0,Scottsdale,AZ,20.0,1,na
Lead Data Scientist,$139K-$221K (Glassdoor est.),"Zest AI
3.9","Burbank, CA",51 to 200 employees,2009.0,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),0,0,139,139,139.0,3.9,Zest AI,0,Burbank,CA,13.0,0,Sr
"Technology-Minded, Data Professional Opportunities",$40K-$101K (Glassdoor est.),"Veterans United Home Loans
4.7","Columbia, MO",1001 to 5000 employees,2002.0,Company - Private,Lending,Finance,Unknown / Non-Applicable,0,0,40,40,40.0,4.7,Veterans United Home Loans,0,Columbia,MO,20.0,0,na
Big Data Engineer,$84K-$153K (Glassdoor est.),"Peraton
3.3","Chantilly, VA",1001 to 5000 employees,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),0,0,84,84,84.0,3.3,Peraton,0,Chantilly,VA,5.0,0,na
Salesforce Analytics Consultant,$52K-$81K (Glassdoor est.),"Emtec, Inc.
3.9","Chicago, IL",501 to 1000 employees,1995.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,52,52,52.0,3.9,"Emtec, Inc.",0,Chicago,IL,27.0,1,na
Managing Data Scientist/ML Engineer,$81K-$134K (Glassdoor est.),"PA Consulting
3.4","Boston, MA",1001 to 5000 employees,1943.0,Company - Private,Consulting,Business Services,$100 to $500 million (USD),0,0,81,81,81.0,3.4,PA Consulting,0,Boston,MA,79.0,0,na
Senior Data Engineer,$97K-$180K (Glassdoor est.),"Praetorian
4.7","Austin, TX",51 to 200 employees,2010.0,Company - Private,Security Services,Business Services,$10 to $25 million (USD),0,0,97,97,97.0,4.7,Praetorian,0,Austin,TX,12.0,0,Sr
Staff Scientist- Upstream PD,$49K-$113K (Glassdoor est.),"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,49,49,49.0,2.7,Advanced BioScience Laboratories,0,Rockville,MD,61.0,0,na
Data Engineering Analyst,$44K-$73K (Glassdoor est.),"COUNTRY Financial
3.8","Bloomington, IL",1001 to 5000 employees,1925.0,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,0,44,44,44.0,3.8,COUNTRY Financial,0,Bloomington,IL,97.0,0,na
Sr. Data Engineer,$75K-$140K (Glassdoor est.),"Echo Global Logistics
3.4","Chicago, IL",1001 to 5000 employees,2005.0,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),0,0,75,75,75.0,3.4,Echo Global Logistics,0,Chicago,IL,17.0,0,Sr
"Scientist, Pharmacometrics",$84K-$157K (Glassdoor est.),"Agios Pharmaceuticals
3.8","Cambridge, MA",501 to 1000 employees,2008.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,84,84,84.0,3.8,Agios Pharmaceuticals,0,Cambridge,MA,14.0,1,na
Manager of Data Science,$40K-$87K (Glassdoor est.),"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,40,40,40.0,3.9,Tapjoy,0,San Francisco,CA,15.0,0,na
Scientist Manufacturing Pharma - Kentucky BioProcessing,$68K-$139K (Glassdoor est.),"Reynolds American
3.1","Owensboro, KY",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,68,68,68.0,3.1,Reynolds American,0,Owensboro,KY,147.0,1,na
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,$72K-$142K (Glassdoor est.),"Mentor Graphics
4.1","Fremont, CA",5001 to 10000 employees,1981.0,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,72,72,72.0,4.1,Mentor Graphics,0,Fremont,CA,41.0,1,na
Data Engineer,$74K-$137K (Glassdoor est.),"Maxar Technologies
3.7","Springfield, VA",5001 to 10000 employees,-1.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),0,0,74,74,74.0,3.7,Maxar Technologies,0,Springfield,VA,-1.0,1,na
Data Engineer,$57K-$109K (Glassdoor est.),"ICW Group
2.8","San Diego, CA",501 to 1000 employees,1972.0,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),0,0,57,57,57.0,2.8,ICW Group,0,San Diego,CA,50.0,1,na
Lead Big Data Engineer,$121K-$203K (Glassdoor est.),"Glassdoor
4.0","San Francisco, CA",1001 to 5000 employees,2007.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,121,121,121.0,4.0,Glassdoor,0,San Francisco,CA,15.0,0,Sr
Product Engineer – Spatial Data Science and Statistical Analysis,$52K-$85K (Glassdoor est.),"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969.0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),0,0,52,52,52.0,3.5,Esri,0,Redlands,CA,53.0,0,na
Sr Software Engineer (Data Scientist),$81K-$140K (Glassdoor est.),"Assurant
3.4","Westlake, OH",10000+ employees,1978.0,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,81,81,81.0,3.4,Assurant,0,Westlake,OH,44.0,1,Sr
Sr. Data Engineer (ETL Developer),$83K-$148K (Glassdoor est.),"F&G
3.7","Des Moines, IA",201 to 500 employees,-1.0,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),0,0,83,83,83.0,3.7,F&G,0,Des Moines,IA,-1.0,0,Sr
Associate Research Scientist I (Protein Expression and Production),$59K-$116K (Glassdoor est.),"Exelixis
3.0","Alameda, CA",501 to 1000 employees,1994.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,59,59,59.0,3.0,Exelixis,0,Alameda,CA,28.0,1,na
Senior Data Scientist Artificial Intelligence,$60K-$101K (Glassdoor est.),"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,60,60,60.0,3.8,PNNL,0,Richland,WA,57.0,0,Sr
Analytics - Business Assurance Data Analyst,$31K-$55K (Glassdoor est.),"GreatAmerica Financial Services
4.6","Cedar Rapids, IA",501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),0,0,31,31,31.0,4.6,GreatAmerica Financial Services,0,Cedar Rapids,IA,30.0,1,na
"Associate Director/Director, Safety Scientist",$102K-$178K (Glassdoor est.),"Acceleron Pharma
4.4","Cambridge, MA",201 to 500 employees,2003.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,102,102,102.0,4.4,Acceleron Pharma,0,Cambridge,MA,19.0,0,na
"Director, Precision Medicine Clinical Biomarker Scientist",$136K-$208K (Glassdoor est.),"Pfizer
4.0","Cambridge, MA",10000+ employees,1849.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,136,136,136.0,4.0,Pfizer,0,Cambridge,MA,173.0,1,na
"Senior Scientist, Cell Pharmacology/Assay Development",Employer Provided Salary:$110K-$130K,Kronos Bio,"Cambridge, MA",Unknown,-1.0,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,110,110,110.0,-1.0,Kronos Bio,0,Cambridge,MA,-1.0,-1,Sr
Data Analyst Senior,$48K-$85K (Glassdoor est.),"AmeriHealth Caritas
3.0","Philadelphia, PA",5001 to 10000 employees,1983.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),0,0,48,48,48.0,3.0,AmeriHealth Caritas,0,Philadelphia,PA,39.0,1,Sr
Senior Formulations Scientist II,$71K-$129K (Glassdoor est.),"Exelixis
3.0","Alameda, CA",501 to 1000 employees,1994.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,71,71,71.0,3.0,Exelixis,0,Alameda,CA,28.0,1,Sr
Lead Data Engineer (Python),$66K-$123K (Glassdoor est.),"Strategic Employment Partners
4.7","San Francisco, CA",51 to 200 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,66,66,66.0,4.7,Strategic Employment Partners,0,San Francisco,CA,16.0,0,Sr
Data Science Manager,$171K-$272K (Glassdoor est.),"Grand Rounds
4.2","San Francisco, CA",501 to 1000 employees,2011.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,171,171,171.0,4.2,Grand Rounds,0,San Francisco,CA,11.0,1,na
Senior Data Scientist 4 Artificial Intelligence,$92K-$146K (Glassdoor est.),"PNNL
3.8","Seattle, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,92,92,92.0,3.8,PNNL,0,Seattle,WA,57.0,0,Sr
Data Engineer,$65K-$126K (Glassdoor est.),"SPINS, LLC
3.5","Chicago, IL",201 to 500 employees,1995.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,65,65,65.0,3.5,"SPINS, LLC",0,Chicago,IL,27.0,0,na
"Director II, Data Science - GRS Predictive Analytics",$150K-$239K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,150,150,150.0,3.3,Liberty Mutual Insurance,0,Chicago,IL,110.0,1,na
Medical Lab Scientist - MLT,$21-$29 Per Hour(Glassdoor est.),"Catholic Health Initiatives
3.2","Omaha, NE",10000+ employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),1,0,21,21,21.0,3.2,Catholic Health Initiatives,0,Omaha,NE,26.0,1,na
"Senior Operations Data Analyst, Call Center Operations",$10-$17 Per Hour(Glassdoor est.),"FLEETCOR
2.7","Nashville, TN",5001 to 10000 employees,2000.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),1,0,10,10,10.0,2.7,FLEETCOR,0,Nashville,TN,22.0,1,Sr
Senior Quantitative Analyst,$118K-$228K (Glassdoor est.),"DTCC
3.3","Jersey City, NJ",1001 to 5000 employees,1973.0,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),0,0,118,118,118.0,3.3,DTCC,0,Jersey City,NJ,49.0,0,Sr
Geospatial Software Developer and Data Scientist,$82K-$129K(Employer est.),"Applied Research Laboratories
3.7","Austin, TX",501 to 1000 employees,-1.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,82,82,82.0,3.7,Applied Research Laboratories,0,Austin,TX,-1.0,1,na
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,$52K-$91K (Glassdoor est.),"Southwest Research Institute
3.9","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,52,52,52.0,3.9,Southwest Research Institute,0,San Antonio,TX,75.0,0,Sr
Senior Scientist - Toxicologist - Product Integrity (Stewardship),$47K-$101K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,47,47,47.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,Sr
Systems Engineer II - Data Analyst,$49K-$76K (Glassdoor est.),"Raytheon
3.7","Huntsville, AL",10000+ employees,1922.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,49,49,49.0,3.7,Raytheon,0,Huntsville,AL,100.0,1,na
Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),"RTI International
4.3","Durham, NC",1001 to 5000 employees,1958.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),0,0,43,43,43.0,4.3,RTI International,0,Durham,NC,64.0,0,Sr
Data Scientist,$61K-$109K (Glassdoor est.),"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA",10000+ employees,1948.0,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),0,0,61,61,61.0,3.8,DICK'S Sporting Goods - Corporate,0,Coraopolis,PA,74.0,1,na
Principal Data Scientist,$113K-$182K (Glassdoor est.),"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,113,113,113.0,3.9,AstraZeneca,0,Gaithersburg,MD,109.0,1,Sr
Director Data Science,$124K-$199K (Glassdoor est.),"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,124,124,124.0,3.6,TRANZACT,0,Fort Lee,NJ,33.0,0,na
Data Engineer,$58K-$104K (Glassdoor est.),"Carilion Clinic
3.7","Roanoke, VA",10000+ employees,1899.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),0,0,58,58,58.0,3.7,Carilion Clinic,0,Roanoke,VA,123.0,1,na
Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),"United BioSource
2.1","Blue Bell, PA",1001 to 5000 employees,2003.0,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,52,52,52.0,2.1,United BioSource,0,Blue Bell,PA,19.0,0,Sr
Senior Data Engineer,$97K-$181K (Glassdoor est.),"Figure Eight
3.9","San Francisco, CA",51 to 200 employees,2008.0,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,97,97,97.0,3.9,Figure Eight,0,San Francisco,CA,14.0,0,Sr
Senior Data Engineer,$100K-$173K (Glassdoor est.),"Tapjoy
3.9","San Francisco, CA",201 to 500 employees,2007.0,Company - Private,Internet,Information Technology,$10 to $25 million (USD),0,0,100,100,100.0,3.9,Tapjoy,0,San Francisco,CA,15.0,0,Sr
Sr. Data Analyst,$58K-$108K (Glassdoor est.),"DoubleVerify
3.2","New York, NY",201 to 500 employees,2008.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,58,58,58.0,3.2,DoubleVerify,0,New York,NY,14.0,0,Sr
Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),"Mitsubishi Electric Research Labs
4.6","Cambridge, MA",51 to 200 employees,1991.0,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),0,0,81,81,81.0,4.6,Mitsubishi Electric Research Labs,0,Cambridge,MA,31.0,0,Sr
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),"Fareportal
3.8","New York, NY",1001 to 5000 employees,2002.0,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),0,0,53,53,53.0,3.8,Fareportal,0,New York,NY,20.0,0,na
Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),"Rodan and Fields, LLC
2.2","San Francisco, CA",501 to 1000 employees,2002.0,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,0,0,61,61,61.0,2.2,"Rodan and Fields, LLC",0,San Francisco,CA,20.0,1,na
Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),"Reynolds American
3.1","Winston-Salem, NC",5001 to 10000 employees,1875.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,65,65,65.0,3.1,Reynolds American,0,Winston-Salem,NC,147.0,1,Sr
Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),"Mitsubishi Electric Research Labs
4.6","Cambridge, MA",51 to 200 employees,1991.0,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),0,0,115,115,115.0,4.6,Mitsubishi Electric Research Labs,0,Cambridge,MA,31.0,0,Sr
"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,71,71,71.0,2.6,Software Engineering Institute,0,Pittsburgh,PA,38.0,1,na
Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),"DESC
3.4","Seattle, WA",501 to 1000 employees,1979.0,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),0,0,32,32,32.0,3.4,DESC,0,Seattle,WA,43.0,1,na
"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),"Johns Hopkins Health Care
3.3","Glen Burnie, MD",1001 to 5000 employees,1889.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,79,79,79.0,3.3,Johns Hopkins Health Care,0,Glen Burnie,MD,133.0,0,Sr
"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,Kronos Bio,"Cambridge, MA",Unknown,-1.0,Company - Private,-1,-1,Unknown / Non-Applicable,0,1,120,120,120.0,-1.0,Kronos Bio,0,Cambridge,MA,-1.0,-1,Sr
Sr. Data Analyst,$50K-$89K (Glassdoor est.),"Community Behavioral Health
3.7","Philadelphia, PA",201 to 500 employees,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,50,50,50.0,3.7,Community Behavioral Health,0,Philadelphia,PA,28.0,0,Sr
"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),"Western Digital
3.5","Milpitas, CA",10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),0,0,68,68,68.0,3.5,Western Digital,0,Milpitas,CA,52.0,1,Sr
Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),"Advanced BioScience Laboratories
2.7","Rockville, MD",201 to 500 employees,1961.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,48,48,48.0,2.7,Advanced BioScience Laboratories,0,Rockville,MD,61.0,0,na
"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),"FORMA THERAPEUTICS
3.8","Watertown, MA",51 to 200 employees,2008.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),1,0,27,27,27.0,3.8,FORMA THERAPEUTICS,0,Watertown,MA,14.0,0,na
Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),"Raytheon
3.7","Cambridge, MD",10000+ employees,1922.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,74,74,74.0,3.7,Raytheon,0,Cambridge,MD,100.0,1,na
"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),"Agios Pharmaceuticals
3.8","Cambridge, MA",501 to 1000 employees,2008.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),0,0,68,68,68.0,3.8,Agios Pharmaceuticals,0,Cambridge,MA,14.0,1,na
"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),"Liberty Mutual Insurance
3.3","Boston, MA",10000+ employees,1912.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),0,0,39,39,39.0,3.3,Liberty Mutual Insurance,0,Boston,MA,110.0,1,na
Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),"Bridg
2.7","Los Angeles, CA",1 to 50 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71,71,71.0,2.7,Bridg,0,Los Angeles,CA,11.0,0,Sr
Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),"Bill.com
3.8","Palo Alto, CA",501 to 1000 employees,2006.0,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),0,0,107,107,107.0,3.8,Bill.com,0,Palo Alto,CA,16.0,1,Sr
Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),"Pacific Northwest National Laboratory
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,49,49,49.0,3.8,Pacific Northwest National Laboratory,0,Richland,WA,57.0,0,na
Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),"Infosys
3.0","Hartford, CT",10000+ employees,1981.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,0,54,54,54.0,3.0,Infosys,0,Hartford,CT,41.0,1,na
Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),"AstraZeneca
3.9","Gaithersburg, MD",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,61,61,61.0,3.9,AstraZeneca,0,Gaithersburg,MD,109.0,1,na
Data Analyst,$47K-$85K (Glassdoor est.),"AXION Healthcare Solutions
3.6","New York, NY",1 to 50 employees,1980.0,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),0,0,47,47,47.0,3.6,AXION Healthcare Solutions,0,New York,NY,42.0,0,na
Data Engineer,$65K-$124K (Glassdoor est.),"Alignment Healthcare
3.5","Orange, CA",501 to 1000 employees,2013.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,65,65,65.0,3.5,Alignment Healthcare,0,Orange,CA,9.0,1,na
Data Scientist,$87K-$141K (Glassdoor est.),"TRANZACT
3.6","Fort Lee, NJ",1001 to 5000 employees,1989.0,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,87,87,87.0,3.6,TRANZACT,0,Fort Lee,NJ,33.0,0,na
Data Scientist,$56K-$95K (Glassdoor est.),"ExecOnline
4.2","New York, NY",51 to 200 employees,2012.0,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,0,0,56,56,56.0,4.2,ExecOnline,0,New York,NY,10.0,0,na
Data Scientist,$71K-$121K (Glassdoor est.),"Charter Spectrum
3.5","Maryland Heights, MO",1 to 50 employees,-1.0,School / School District,K-12 Education,Education,$5 to $10 million (USD),0,0,71,71,71.0,3.5,Charter Spectrum,0,Maryland Heights,MO,-1.0,0,na
